source_index,proposition_id,house,type,number,year,title,old_severity,old_structural_type,old_assessments,issues,action,proposed
116,alrs:disp-e-sobre-a-unifica-o-dos-,alrs,pl,1,2026,"Dispõe sobre a unificação dos quadros de pessoal dos servidores efetivos e dos cargos em comissão e funções gratificadas do Poder Judiciário do Estado do Rio Grande do Sul, a instituição do Plano de Carreiras, Cargos, Funções e Remunerações dos Servidores do Poder Judiciário Estadual, e dá outras providências. (SEI 4629-0.100/21-4)",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
117,alrs:altera-a-lei-n-15-764-de-15-,alrs,pl,1,2026,"Altera a Lei n° 15.764, de 15 de dezembro de 2021, que dispõe sobre a Política e o Sistema de Gestão do Patrimônio Imobiliário do Estado, suas autarquias e fundações, institui o Programa Permanente de Aproveitamento e Gestão Eficiente de Imóveis Públicos e dá outras providências. (SEI 9629-0100/23-7)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
118,alrs:disp-e-sobre-o-estatuto-da-pol,alrs,pl,1,2026,Dispõe sobre o Estatuto da Polícia Penal do Estado do Rio Grande do Sul e dá outras providências.,3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
119,alrs:institui-a-campanha-de-valoriz,alrs,pl,1,2026,"Institui a campanha de valorização da vida denominada Setembro Amarelo e o Dia Estadual de Prevenção ao Suicídio, no Estado do Rio Grande do Sul. (SEI 5957.0100/20-8)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
120,alrs:altera-a-lei-n-13-490-de-21-,alrs,pl,1,2026,"Altera a Lei nº 13.490, de 21 de julho de 2010, que institui o Sistema Estadual Unificado de Apoio e Fomento às Atividades Culturais - PRÓ-CULTURA, e dá outras providências, a Lei nº 14.310, de 30 de setembro de 2013, que institui o Sistema Estadual de Cultura do Estado do Rio Grande do Sul e a Lei nº 15.774, de 21 de dezembro de 2021, que dispõe sobre o Conselho Estadual de Cultura.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
121,alrs:disp-e-sobre-a-capacita-o-em-,alrs,pl,1,2026,Dispõe sobre a capacitação em noções básicas de primeiros socorros de professores e funcionários de estabelecimentos de ensino públicos e privados de educação básica e de estabelecimentos de recreação infantil. (SEI 4788.0100/20-2),3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
122,alrs:institui-o-marco-legal-da-educ,alrs,pl,1,2026,"Institui o Marco Legal da Educação Gaúcha, com o objetivo de promover a melhoria sistêmica da qualidade do ensino, em regime de colaboração com os Municípios.(SEI 16378-0100/23-3)",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
123,alrs:altera-a-resolu-o-n-2-766-,alrs,pl,1,2026,"Altera a Resolução n.º 2.766, de 11 de maio de 1999, que institui, na Assembleia Legislativa, o evento “Deputado por um Dia” e cria a Sessão Plenária do Estudante.",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
124,alrs:disp-e-sobre-o-subs-dio-dos-de,alrs,pl,1,2026,"Dispõe sobre o subsídio dos Deputados Estaduais para a Legislatura de 2023 a 2027, e dá outras providências. (SEI 11647-01.00/22-5)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
125,alrs:disp-e-sobre-o-subs-dio-mensal,alrs,pl,1,2026,Dispõe sobre o subsídio mensal dos Defensores Públicos do Estado do Rio Grande do Sul e dá outras providências. (SEI 10413-0100/22-5),3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
126,alrs:altera-a-lei-n-10-993-de-18-,alrs,pl,1,2026,"Altera a Lei nº 10.993, de 18 de agosto de 1997, que  fixa o efetivo da Brigada Militar do Estado e dá outras providências. (SEI 16164-0100/23-4)",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
127,alrs:altera-a-lei-n-15-761-de-15-,alrs,pl,1,2026,"Altera a Lei nº 15.761, de 15 de dezembro de 2021, que institui, no âmbito do Poder Executivo, o Programa de Segurança, Prevenção e Proteção contra Incêndio das edificações afetadas ao serviço público estadual, especialmente as destinadas ao funcionamento de escolas públicas da rede estadual de ensino, a fim de que obtenham Alvará de Prevenção e Proteção Contra Incêndios - APPCI - ou de Certificad",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
128,alrs:altera-a-lei-n-12-355-de-1-,alrs,pl,1,2026,"Altera a Lei nº 12.355, de 1º de novembro de 2005, que declara integrante do patrimônio cultural, histórico, geográfico, natural, paisagístico e ambiental do Estado do Rio Grande do Sul a Serra do Caverá, localizada nos Municípios de Rosário do Sul, Santana do Livramento, Alegrete e Cacequi.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
129,alrs:institui-a-rota-das-tropas-n,alrs,pl,1,2026,Institui a “Rota das Tropas” no Estado do Rio Grande do Sul e dá outras providências.(SEI 4970-0.100/21-3),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
130,alrs:altera-a-lei-estadual-15-988-2,alrs,pl,1,2026,"Altera a lei estadual 15.988/2023, para instituir o sistema de monitoramento preditivo de casos de violência contra a mulher no Estado do Rio Grande do Sul e dá outras providências.",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3 | DUPLICATE_OF_CANONICAL_MATTER,REMOVE_DUPLICATE,"{""canonical_key"": ""alrs|pl|165|2025""}"
131,alrs:institui-o-plano-estadual-do-e,alrs,pl,1,2026,Institui o Plano Estadual do Esporte e Lazer do Rio Grande do Sul. (SEI 8735-0100/21-2),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
132,alrs:altera-a-lei-n-13-320-de-21-,alrs,pl,1,2026,"Altera a Lei n.º 13.320 de 21 de dezembro de 2009, que consolida a legislação relativa à pessoa com deficiência no Estado do Rio Grande do Sul.(SEI 5903-0.100/21-6)(Tramitação conclusiva CECDCT)",3,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|222|2021"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
133,alrs:altera-a-lei-n-15-376-de-27-,alrs,pl,1,2026,"Altera a Lei nº 15.376, de 27 de novembro de 2019, que autoriza o Estado do Rio Grande do Sul a doar, com encargos, imóveis ao Sport Clube Internacional, e dá outras providências. (SEI 11609-0100/22-3)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
134,alrs:disp-e-sobre-a-cria-o-de-segu,alrs,pl,1,2026,"Dispõe sobre a criação de Segundos Juízos em Juizados da Violência Doméstica e Familiar contra a Mulher, de Juizados da Violência Doméstica e Familiar contra a Mulher, de Juizados em Varas de Execução Criminal Regional, de Juizado em Vara do Júri, da 2ª Vara Criminal da Comarca de Esteio, da Vara Empresarial Regional de Santa Rosa, e dá outras providências. (SEI 6267-0100/22-6)",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|149|2022"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
135,alrs:institui-o-dia-do-torcedor-do,alrs,pl,1,2026,Institui o “Dia do Torcedor do Ypiranga de Erechim” no Rio Grande do Sul e dá outras providências.(SEI 5418.0100/20-2),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
136,alrs:disp-e-sobre-a-aquisi-o-de-g-,alrs,pl,1,2026,"Dispõe sobre a aquisição de gêneros alimentícios da agricultura familiar pelos estabelecimentos penitenciários do Estado do Rio Grande do Sul. 
(SEI 4153-0100/20-4)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
137,alrs:institui-a-pol-tica-de-institu,alrs,pl,1,2026,Institui a Política de Institutos Penais Femininos no Estado do Rio Grande do Sul e dá outras providências.,4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
138,alrs:disp-e-sobre-a-justi-a-de-paz-,alrs,pl,1,2026,Dispõe sobre a Justiça de Paz no âmbito do Poder Judiciário do Rio Grande do Sul. (SEI 6562.0100/20-0),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
139,alrs:altera-a-lei-n-10-895-de-26-,alrs,pl,1,2026,"Altera a Lei nº 10.895, de 26 de dezembro de 1996, que institui o Fundo de Fomento Automotivo do Estado do Rio Grande do Sul - FOMENTAR/RS e dá outras providências.(SEI 000010808-01.00/22-0)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
140,alrs:cria-o-selo-toler-ncia-zero-co,alrs,pl,1,2026,"Cria o Selo Tolerância Zero com Assédio, a ser concedido a estabelecimentos que implementem medidas de proteção a mulheres em situação de risco ou violência sexual. (SEI nº 5064-01.00/23-2)",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->2 | WRONG_STRUCTURAL_TYPE:structural->symbolic | DUPLICATE_OF_CANONICAL_MATTER,REMOVE_DUPLICATE,"{""canonical_key"": ""alrs|pl|134|2023""}"
141,alrs:altera-a-lei-n-14-218-de-08-,alrs,pl,1,2026,"Altera a Lei nº 14.218, de 08 de abril de 2013, que transforma em autarquia a Junta Comercial do Estado do Rio Grande do Sul – JUCERGS -, extingue e cria cargos em comissão e funções gratificadas e dá outras providências. (SEI 15124-0100/23-0)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
142,alrs:altera-a-lei-n-12-911-de-11-,alrs,pl,1,2026,"Altera a Lei n. 12.911, de 11 de março de 2008, que fixa o subsídio mensal dos membros do Ministério Público do Estado do Rio Grande do Sul, nos termos do art. 37, inciso XI, da Constituição Federal, e dá outras providências. (SEI 4969-01.00/23-2)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
143,alrs:estabelece-pol-tica-estadual-p,alrs,pl,1,2026,Estabelece Política Estadual para o Combate à Violência contra Mulher em Ambiente Universitário.,4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|99|2024"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
144,alrs:institui-aux-lio-para-situa-e,alrs,pl,1,2026,Institui auxílio para situações de calamidade ou emergência destinado à população do Estado do Rio Grande do Sul vítima das contingências decorrentes de eventos climáticos.(SEI 11331-0100/23-0),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
145,alrs:disp-e-sobre-a-revis-o-geral-a,alrs,pl,1,2026,"Dispõe sobre a revisão geral anual, de que trata o inciso X do art. 37 da Constituição Federal, das remunerações e subsídios dos servidores públicos dos Poderes Executivo, Legislativo e Judiciário, do Ministério Público, do Tribunal de Contas e da Defensoria Pública do Estado, das autarquias e fundações públicas estaduais, bem como dos proventos de inatividade e pensões. (SEI 3515-0100/22-4)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
146,alrs:institui-o-programa-todo-jove,alrs,pl,1,2026,Institui o Programa “Todo Jovem na Escola” e dispõe sobre o pagamento de Bolsa Auxílio de Permanência Estudantil. (SEI 9486-0100/21-7),4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
